"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L56199","DirtyPagesRecordTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/DirtyPagesRecordTest.java","L56198","4","0","29","0","3","3","16","0"
"L56200","UpdatePageRecordTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/UpdatePageRecordTest.java","L56198","1","0","32","0","21","6","3122","0"
"L56201","WALChangesTreeTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WALChangesTreeTest.java","L56198","10","0","204","1","8","4","327","0"
"L56202","WALSegmentCreation.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WALSegmentCreation.java","L56198","21","0","203","0","4","3","3122","0"
"L56203","WriteAheadLogConcurrencyTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WriteAheadLogConcurrencyTest.java","L56198","16","0","116","0","5","3","3122","0"
"L56204","WriteAheadLogTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WriteAheadLogTest.java","L56198","42","0","1227","1","58","6","3122","0"
"L93083","AIXCLibrary.java","core/src/main/java/com/orientechnologies/nio/AIXCLibrary.java","L93082","6","0","44","0","13","6","327","0"
"L93084","CLibrary.java","core/src/main/java/com/orientechnologies/nio/CLibrary.java","L93082","1","0","4","0","6","4","17","0"
"L93085","GeneralCLibrary.java","core/src/main/java/com/orientechnologies/nio/GeneralCLibrary.java","L93082","1","0","15","0","12","6","327","0"
"L93086","MemoryLocker.java","core/src/main/java/com/orientechnologies/nio/MemoryLocker.java","L93082","11","0","48","0","14","6","327","0"
"L93087","MemoryLockerLinux.java","core/src/main/java/com/orientechnologies/nio/MemoryLockerLinux.java","L93082","1","0","14","0","12","6","327","0"
"L93088","OCLibraryFactory.java","core/src/main/java/com/orientechnologies/nio/OCLibraryFactory.java","L93082","1","0","15","0","12","6","327","0"
"L93089","OJNADirectMemory.java","core/src/main/java/com/orientechnologies/nio/OJNADirectMemory.java","L93082","14","0","154","2","9","4","17","0"
"L2689","OConstants.java","core/src/main/java/com/orientechnologies/orient/core/OConstants.java","L2688","3","0","23","0","203","11","3122","0"
"L2690","OOrientListener.java","core/src/main/java/com/orientechnologies/orient/core/OOrientListener.java","L2688","1","0","7","0","13","5","327","0"
"L2691","OOrientListenerAbstract.java","core/src/main/java/com/orientechnologies/orient/core/OOrientListenerAbstract.java","L2688","1","0","16","0","9","5","327","0"
"L2692","OOrientShutdownListener.java","core/src/main/java/com/orientechnologies/orient/core/OOrientShutdownListener.java","L2688","1","0","4","0","3","3","327","0"
"L2693","OOrientStartupListener.java","core/src/main/java/com/orientechnologies/orient/core/OOrientStartupListener.java","L2688","1","0","4","0","7","5","327","0"
"L2694","Orient.java","core/src/main/java/com/orientechnologies/orient/core/Orient.java","L2688","76","0","585","5","203","17","82","0"
"L2695","OrientShutdownHook.java","core/src/main/java/com/orientechnologies/orient/core/OrientShutdownHook.java","L2688","2","0","16","0","5","2","17","0"
"L2696","OSignalHandler.java","core/src/main/java/com/orientechnologies/orient/core/OSignalHandler.java","L2688","12","0","56","0","20","6","327","0"
"L86876","OCollection.java","core/src/main/java/com/orientechnologies/common/collection/OCollection.java","L86875","1","0","6","0","8","5","17","0"
"L86877","OIterableObject.java","core/src/main/java/com/orientechnologies/common/collection/OIterableObject.java","L86875","2","0","34","0","8","5","17","0"
"L86878","OIterableObjectArray.java","core/src/main/java/com/orientechnologies/common/collection/OIterableObjectArray.java","L86875","2","0","32","0","8","5","17","0"
"L86879","OLazyIterator.java","core/src/main/java/com/orientechnologies/common/collection/OLazyIterator.java","L86875","1","0","5","0","8","5","17","0"
"L86880","OLazyIteratorListWrapper.java","core/src/main/java/com/orientechnologies/common/collection/OLazyIteratorListWrapper.java","L86875","1","0","21","0","8","5","17","0"
"L86881","OLimitedMap.java","core/src/main/java/com/orientechnologies/common/collection/OLimitedMap.java","L86875","2","0","15","0","8","5","17","0"
"L86882","OMultiCollectionIterator.java","core/src/main/java/com/orientechnologies/common/collection/OMultiCollectionIterator.java","L86875","35","0","166","0","19","7","3122","0"
"L86883","OMultiValue.java","core/src/main/java/com/orientechnologies/common/collection/OMultiValue.java","L86875","156","0","484","0","15","5","3122","0"
"L86884","ONavigableMap.java","core/src/main/java/com/orientechnologies/common/collection/ONavigableMap.java","L86875","1","0","28","0","8","5","17","0"
"L86885","ONavigableSet.java","core/src/main/java/com/orientechnologies/common/collection/ONavigableSet.java","L86875","1","0","22","0","8","5","17","0"
"L86886","OSimpleImmutableEntry.java","core/src/main/java/com/orientechnologies/common/collection/OSimpleImmutableEntry.java","L86875","6","0","43","0","8","5","17","0"
"L86887","OSortedMultiIterator.java","core/src/main/java/com/orientechnologies/common/collection/OSortedMultiIterator.java","L86875","26","0","114","0","3","2","1345","0"
"L87321","OByteArrayComparator.java","core/src/main/java/com/orientechnologies/common/comparator/OByteArrayComparator.java","L87320","4","0","18","0","8","5","17","0"
"L87322","OCaseInsentiveComparator.java","core/src/main/java/com/orientechnologies/common/comparator/OCaseInsentiveComparator.java","L87320","1","0","7","0","8","5","17","0"
"L87323","OComparatorFactory.java","core/src/main/java/com/orientechnologies/common/comparator/OComparatorFactory.java","L87320","4","0","26","0","8","5","17","0"
"L87324","ODefaultComparator.java","core/src/main/java/com/orientechnologies/common/comparator/ODefaultComparator.java","L87320","6","0","21","0","16","7","3122","0"
"L87325","OUnsafeByteArrayComparator.java","core/src/main/java/com/orientechnologies/common/comparator/OUnsafeByteArrayComparator.java","L87320","10","0","65","0","8","5","17","0"
"L87429","ONeedRetryException.java","core/src/main/java/com/orientechnologies/common/concur/ONeedRetryException.java","L87428","1","0","17","0","8","5","17","0"
"L87430","OTimeoutException.java","core/src/main/java/com/orientechnologies/common/concur/OTimeoutException.java","L87428","1","0","16","0","8","5","17","0"
"L88640","DefaultConsoleReader.java","core/src/main/java/com/orientechnologies/common/console/DefaultConsoleReader.java","L88639","2","0","19","0","8","5","17","0"
"L88641","OCommandStream.java","core/src/main/java/com/orientechnologies/common/console/OCommandStream.java","L88639","1","0","6","0","14","6","327","0"
"L88642","OConsoleApplication.java","core/src/main/java/com/orientechnologies/common/console/OConsoleApplication.java","L88639","99","0","419","1","14","6","1345","0"
"L88643","OConsoleCommandCollection.java","core/src/main/java/com/orientechnologies/common/console/OConsoleCommandCollection.java","L88639","1","0","8","0","6","5","113","0"
"L88644","OConsoleReader.java","core/src/main/java/com/orientechnologies/common/console/OConsoleReader.java","L88639","1","0","7","0","8","5","17","0"
"L88645","ODFACommandStream.java","core/src/main/java/com/orientechnologies/common/console/ODFACommandStream.java","L88639","57","0","202","0","14","6","327","0"
"L88646","OScannerCommandStream.java","core/src/main/java/com/orientechnologies/common/console/OScannerCommandStream.java","L88639","1","0","30","0","14","6","327","0"
"L88647","TTYConsoleReader.java","core/src/main/java/com/orientechnologies/common/console/TTYConsoleReader.java","L88639","100","0","416","0","15","7","3122","0"
"L89048","ODirectMemory.java","core/src/main/java/com/orientechnologies/common/directmemory/ODirectMemory.java","L89047","1","0","20","0","15","8","1345","0"
"L89049","ODirectMemoryFactory.java","core/src/main/java/com/orientechnologies/common/directmemory/ODirectMemoryFactory.java","L89047","1","0","33","1","11","5","1345","0"
"L89050","ODirectMemoryPointer.java","core/src/main/java/com/orientechnologies/common/directmemory/ODirectMemoryPointer.java","L89047","26","0","136","0","14","6","327","0"
"L89051","ODirectMemoryViolationException.java","core/src/main/java/com/orientechnologies/common/directmemory/ODirectMemoryViolationException.java","L89047","1","0","7","0","14","6","327","0"
"L89052","OUnsafeMemory.java","core/src/main/java/com/orientechnologies/common/directmemory/OUnsafeMemory.java","L89047","22","0","206","2","11","5","17","0"
"L89053","OUnsafeMemoryJava7.java","core/src/main/java/com/orientechnologies/common/directmemory/OUnsafeMemoryJava7.java","L89047","1","0","18","0","14","6","327","0"
"L89333","OException.java","core/src/main/java/com/orientechnologies/common/exception/OException.java","L89332","5","0","25","0","11","5","3122","0"
"L89343","OConfigurableStatefulFactory.java","core/src/main/java/com/orientechnologies/common/factory/OConfigurableStatefulFactory.java","L89342","7","0","59","0","6","5","113","0"
"L89344","ODynamicFactory.java","core/src/main/java/com/orientechnologies/common/factory/ODynamicFactory.java","L89342","1","0","18","0","8","5","17","0"
"L89345","ODynamicFactoryInverse.java","core/src/main/java/com/orientechnologies/common/factory/ODynamicFactoryInverse.java","L89342","2","0","22","0","8","5","17","0"
"L89419","OMurmurHash3.java","core/src/main/java/com/orientechnologies/common/hash/OMurmurHash3.java","L89418","17","0","98","0","8","5","17","0"
"L89454","OFileUtils.java","core/src/main/java/com/orientechnologies/common/io/OFileUtils.java","L89453","33","0","151","0","18","7","3122","0"
"L89455","OFileUtilsJava7.java","core/src/main/java/com/orientechnologies/common/io/OFileUtilsJava7.java","L89453","3","0","18","0","14","6","327","0"
"L89456","OIOException.java","core/src/main/java/com/orientechnologies/common/io/OIOException.java","L89453","1","0","11","0","8","5","17","0"
"L89457","OIOUtils.java","core/src/main/java/com/orientechnologies/common/io/OIOUtils.java","L89453","62","0","214","0","28","8","3122","0"
"L89458","OUtils.java","core/src/main/java/com/orientechnologies/common/io/OUtils.java","L89453","3","0","13","0","8","5","17","0"
"L89602","OListenerManger.java","core/src/main/java/com/orientechnologies/common/listener/OListenerManger.java","L89601","4","0","34","0","8","5","17","0"
"L89603","OProgressListener.java","core/src/main/java/com/orientechnologies/common/listener/OProgressListener.java","L89601","1","0","6","0","8","5","17","0"
"L89627","OLogFormatter.java","core/src/main/java/com/orientechnologies/common/log/OLogFormatter.java","L89626","6","0","61","0","21","7","3122","0"
"L89628","OLogManager.java","core/src/main/java/com/orientechnologies/common/log/OLogManager.java","L89626","75","0","263","0","17","6","327","0"
"L89809","OBaseParser.java","core/src/main/java/com/orientechnologies/common/parser/OBaseParser.java","L89808","108","0","348","0","21","7","3122","0"
"L89810","OStringForwardReader.java","core/src/main/java/com/orientechnologies/common/parser/OStringForwardReader.java","L89808","16","0","98","0","8","5","17","0"
"L89811","OStringParser.java","core/src/main/java/com/orientechnologies/common/parser/OStringParser.java","L89808","92","0","272","0","19","6","327","0"
"L89812","OSystemVariableResolver.java","core/src/main/java/com/orientechnologies/common/parser/OSystemVariableResolver.java","L89808","4","0","25","0","12","5","17","0"
"L89813","OVariableParser.java","core/src/main/java/com/orientechnologies/common/parser/OVariableParser.java","L89808","9","0","34","0","15","7","327","0"
"L89814","OVariableParserListener.java","core/src/main/java/com/orientechnologies/common/parser/OVariableParserListener.java","L89808","1","0","4","0","8","5","17","0"
"L90031","OAbstractProfiler.java","core/src/main/java/com/orientechnologies/common/profiler/OAbstractProfiler.java","L90030","23","0","280","0","44","9","3122","0"
"L90032","OProfiler.java","core/src/main/java/com/orientechnologies/common/profiler/OProfiler.java","L90030","15","0","128","0","21","8","3122","0"
"L90033","OProfilerEntry.java","core/src/main/java/com/orientechnologies/common/profiler/OProfilerEntry.java","L90030","4","0","58","0","13","8","3122","0"
"L90034","OProfilerMBean.java","core/src/main/java/com/orientechnologies/common/profiler/OProfilerMBean.java","L90030","1","0","45","0","21","8","3122","0"
"L90358","OReflectionHelper.java","core/src/main/java/com/orientechnologies/common/reflection/OReflectionHelper.java","L90357","45","0","161","0","8","5","17","0"
"L90419","OBinaryConverter.java","core/src/main/java/com/orientechnologies/common/serialization/OBinaryConverter.java","L90418","1","0","13","0","8","5","17","0"
"L90420","OBinaryConverterFactory.java","core/src/main/java/com/orientechnologies/common/serialization/OBinaryConverterFactory.java","L90418","3","0","20","0","8","5","17","0"
"L90421","OSafeBinaryConverter.java","core/src/main/java/com/orientechnologies/common/serialization/OSafeBinaryConverter.java","L90418","9","0","122","0","8","5","17","0"
"L90422","OUnsafeBinaryConverter.java","core/src/main/java/com/orientechnologies/common/serialization/OUnsafeBinaryConverter.java","L90418","25","0","186","1","10","5","17","0"
"L92165","OSynchEventAdapter.java","core/src/main/java/com/orientechnologies/common/synch/OSynchEventAdapter.java","L92164","6","0","42","0","8","5","17","0"
"L92197","OPollerThread.java","core/src/main/java/com/orientechnologies/common/thread/OPollerThread.java","L92196","1","0","23","0","8","5","17","0"
"L92198","OSoftThread.java","core/src/main/java/com/orientechnologies/common/thread/OSoftThread.java","L92196","7","0","69","0","15","7","327","0"
"L92245","OBinary.java","core/src/main/java/com/orientechnologies/common/types/OBinary.java","L92244","4","0","20","0","8","5","17","0"
"L92246","OModifiableBoolean.java","core/src/main/java/com/orientechnologies/common/types/OModifiableBoolean.java","L92244","1","0","16","0","4","4","327","0"
"L92247","OModifiableInteger.java","core/src/main/java/com/orientechnologies/common/types/OModifiableInteger.java","L92244","4","0","76","0","8","5","17","0"
"L92248","OModifiableLong.java","core/src/main/java/com/orientechnologies/common/types/OModifiableLong.java","L92244","4","0","75","0","5","4","3122","0"
"L92249","ORef.java","core/src/main/java/com/orientechnologies/common/types/ORef.java","L92244","2","0","17","0","8","5","17","0"
"L92341","MersenneTwister.java","core/src/main/java/com/orientechnologies/common/util/MersenneTwister.java","L92340","52","0","256","0","11","6","327","0"
"L92342","MersenneTwisterFast.java","core/src/main/java/com/orientechnologies/common/util/MersenneTwisterFast.java","L92340","115","0","734","0","10","5","17","0"
"L92343","OApi.java","core/src/main/java/com/orientechnologies/common/util/OApi.java","L92340","1","0","11","0","2","2","1345","0"
"L92344","OArrays.java","core/src/main/java/com/orientechnologies/common/util/OArrays.java","L92340","17","0","69","0","8","5","17","0"
"L92345","OByteBufferUtils.java","core/src/main/java/com/orientechnologies/common/util/OByteBufferUtils.java","L92340","9","0","68","0","18","6","327","0"
