@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L21800","0","0","0","0","0","0","0","0","1","1","1","14","0","1","2","0","9","0.888889","0.633027","69","69","8","1","0.633027","69","0","0","0","0","0","40","120","3","2","3","2","9","0","8","1","9","14","0","8","1","40","120","3","2","3","2","9","0","8","1","9","14","0","8","1","0","0","3","0","3","0","0","2","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L44385","0","0","0","0","0","0","0","0","2","3","3","32","4","1","1","5","12","0","0","0","0","0","6","0","0","0","0","0","0","0","106","121","6","0","6","0","7","0","5","0","7","60","0","5","0","106","121","6","0","6","0","7","0","5","0","7","60","0","5","0","0","0","20","0","4","0","0","0","0","0","0","1","0","1","0","0","0","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L87329","0","0","0","0","0","0","0","0","1","2","2","4","0","1","0","0","1","0.5","0.272727","6","6","1","1","0.272727","6","0","0","0","0","0","16","21","1","0","1","0","1","1","1","0","1","12","1","1","0","16","21","1","0","1","0","1","1","1","0","1","12","1","1","0","0","0","7","0","5","0","0","4","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L31057","0","0","0","0","0","0","0","0","1","0","0","1","0","2","0","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L87348","0","0","0","0","0","0","0","0","0","2","2","4","3","1","1","1","2","1","0.394737","15","15","2","0","0.394737","15","0","0","0","0","0","23","41","2","1","2","1","1","1","1","0","1","6","1","1","0","23","41","2","1","2","1","1","1","1","0","1","6","1","1","0","0","0","4","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","false"
"L2998","0","0","0","0","0","0","0","0","1","2","2","6","1","17","9","1","2","0.5","0.344828","10","10","1","1","0.344828","10","0","0","2","2","0","19","23","1","0","1","0","1","1","1","0","1","12","1","1","0","19","23","1","0","1","0","1","1","1","0","1","12","1","1","0","0","0","7","0","8","0","0","7","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L84308","0","0","0","0","0.141026","0.189655","11","11","1","2","2","12","0","3","4","0","3","0.5","0.12963","7","7","1","1","0.107692","7","0","0","0","0","0","47","67","5","0","5","0","3","1","1","0","3","27","1","1","0","58","78","5","0","5","0","3","1","1","0","3","27","1","1","0","0","0","14","6","15","0","1","12","0","1","0","0","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","3","0","0","0","0","false"
"L87422","0","0","0","0","0","0","0","0","3","0","0","3","1","0","0","1","4","0.25","0.142857","4","4","1","3","0.142857","4","0","0","0","0","0","24","29","0","0","0","0","3","0","3","0","3","15","0","3","0","24","29","0","0","0","0","3","0","3","0","3","15","0","3","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4102","0","0","0","0","0","0","0","0","0","0","0","4","1","11","9","4","8","0.2","0.318182","7","7","1","4","0.318182","7","1","1","3","4","1","15","19","2","0","1","0","4","0","4","0","9","4","0","9","0","15","19","2","0","1","0","4","0","4","0","9","4","0","9","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L3192","0","0","0","0","0","0","0","0","0","0","0","4","1","7","6","4","8","0.2","0.285714","6","6","1","4","0.285714","6","2","2","0","0","1","15","19","3","0","1","0","4","0","4","0","13","4","0","13","0","15","19","3","0","1","0","4","0","4","0","13","4","0","13","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L62573","0","0","0","0","0","0","0","0","1","1","1","4","2","2","0","0","3","0","0","0","0","0","4","0","0","1","1","0","0","1","15","18","1","1","1","1","3","0","3","1","3","4","0","3","1","15","18","1","1","1","1","3","0","3","1","3","4","0","3","1","0","0","9","0","3","0","0","0","0","0","0","0","0","0","1","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L86789","0","0","0","0","0","0","0","0","2","8","8","120","11","8","75","19","45","0","0.0547264","22","6","0","10","0.0550239","23","0","0","1","3","0","380","487","13","7","13","7","26","0","9","1","26","263","0","9","1","395","505","16","7","16","7","27","3","10","1","27","272","3","10","1","0","4","82","5","79","0","3","55","0","0","0","1","0","10","0","3","0","17","60","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","2","1","1","0","0","false"
"L88796","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0.647059","11","11","1","0","0.647059","11","0","0","0","0","0","6","9","1","0","1","0","1","0","0","1","1","1","0","0","1","6","9","1","0","1","0","1","0","0","1","1","1","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L88721","0.257274","2","60","8","0.289593","0.340426","64","64","1","8","4","65","3","2","3","0","9","0.142857","0.0159574","3","3","1","6","0.0154639","3","2","2","0","0","1","185","215","5","0","5","0","9","1","6","0","9","107","1","6","0","191","221","18","0","18","0","9","14","6","0","9","107","14","6","0","0","4","47","9","30","0","1","23","0","14","0","0","0","6","0","0","0","14","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","6","3","0","0","0","0","false"
"L88919","0","0","0","0","0","0","0","0","1","0","0","6","1","0","0","0","6","0.166667","0.103448","3","3","1","5","0.103448","3","2","2","0","0","1","26","32","1","0","1","0","6","0","5","0","6","8","0","5","0","26","32","1","0","1","0","6","0","5","0","6","8","0","5","0","0","0","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L71913","0","0","0","0","0","0","0","0","1","10","7","110","4","2","2","6","17","0","0.00973236","4","0","0","5","0.00973236","4","1","1","0","0","1","407","430","20","4","20","4","11","12","4","1","11","304","12","4","1","407","430","20","4","20","4","11","12","4","1","11","304","12","4","1","0","1","46","8","68","0","2","6","0","0","0","0","0","8","0","0","0","25","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","39","4","0","13","0","1","0","0","0","false"
"L89033","0","0","0","0","0","0","0","0","1","1","1","7","1","0","0","3","9","0.166667","0.0882353","3","3","1","5","0.0882353","3","0","0","0","0","0","31","39","0","0","0","0","6","0","5","0","6","11","0","5","0","31","39","0","0","0","0","6","0","5","0","6","11","0","5","0","0","0","15","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","false"
"L89115","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0.5","0.125","4","4","1","1","0.125","4","0","0","0","0","0","28","37","2","0","2","0","1","1","1","0","1","1","1","1","0","28","37","2","0","2","0","1","1","1","0","1","1","1","1","0","0","0","9","1","6","0","0","4","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","1","0","0","0","0","false"
"L18165","0.0921986","2","10","2","0.091954","0.100775","16","13","1","1","1","46","9","65","186","19","40","0.047619","0.128378","19","19","1","20","0.128378","19","0","0","0","0","0","129","174","4","6","4","6","21","0","20","5","21","75","0","20","5","129","174","4","6","4","6","21","0","20","5","21","75","0","20","5","0","0","57","0","47","0","0","46","0","9","0","0","0","0","0","0","0","1","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","false"
"L89143","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","1","2","0.5","0.444444","4","4","1","1","0.444444","4","1","1","0","0","1","5","5","1","0","0","0","1","0","1","0","6","1","0","6","0","5","5","1","0","0","0","1","0","1","0","6","1","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89214","0","0","0","0","0.0470085","0.0552764","11","11","1","2","2","37","2","1","0","1","17","0.0588235","0.0208333","4","4","1","16","0.0197044","4","1","1","1","1","1","188","223","7","5","6","5","16","1","16","5","16","89","2","16","5","199","234","7","5","6","5","16","1","16","5","16","89","2","16","5","0","4","41","5","44","0","0","22","0","0","0","0","0","0","0","0","0","24","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","6","3","0","0","0","0","false"
"L89313","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","0","3","0.25","0.190476","4","4","1","3","0.190476","4","2","2","0","0","1","17","21","7","5","0","0","3","0","3","0","19","6","2","19","5","17","21","7","5","0","0","3","0","3","0","19","6","2","19","5","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L2056","0","0","0","0","0","0","0","0","1","1","1","9","0","82","154","0","5","0","0.04","1","0","0","6","0.04","1","0","0","35","51","0","24","33","1","0","1","0","5","0","5","0","5","10","0","5","0","24","33","1","0","1","0","5","0","5","0","5","10","0","5","0","0","1","15","0","6","0","1","4","0","0","0","0","0","0","0","0","0","2","13","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6744","0","0","0","0","0","0","0","0","1","2","2","15","1","6","12","1","10","0.1","0.129032","8","8","1","9","0.129032","8","0","0","4","4","0","54","65","2","2","2","2","9","0","9","1","9","24","0","9","1","54","65","2","2","2","2","9","0","9","1","9","24","0","9","1","0","0","21","2","4","0","0","2","0","0","0","0","0","0","0","0","0","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","false"
"L34149","0","0","0","0","0","0","0","0","1","0","0","4","0","4","5","0","4","0","0","0","0","0","5","0","0","0","0","2","2","0","15","19","1","0","1","0","4","0","4","0","4","4","0","4","0","15","19","1","0","1","0","4","0","4","0","4","4","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89393","0","0","0","0","0","0","0","0","1","1","1","4","1","0","0","3","6","0","0","0","0","0","4","0","0","1","1","0","0","1","19","22","2","1","1","1","3","0","3","0","7","8","0","7","0","19","22","2","1","1","1","3","0","3","0","7","8","0","7","0","0","0","9","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89420","0.256342","2","26","4","0.198347","0.247423","24","24","1","1","1","20","1","3","3","0","4","0.5","0.0326087","3","3","1","1","0.03","3","0","0","0","0","0","89","111","0","0","0","0","4","0","1","0","4","61","0","1","0","97","121","6","0","6","0","4","0","1","0","4","61","0","1","0","0","14","28","1","11","0","0","0","0","12","0","0","0","1","9","0","0","16","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","false"
"L89461","0.144011","2","10","2","0.149425","0.160584","26","22","6","4","4","44","1","23","30","1","13","0","0.0070922","1","0","0","13","0.0070922","1","0","0","0","0","0","140","174","5","4","5","4","12","4","12","0","12","92","4","12","0","140","174","5","4","5","4","12","4","12","0","12","92","4","12","0","0","0","50","0","52","0","0","43","0","15","0","1","0","3","0","0","0","8","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","false"
"L89510","0","0","0","0","0","0","0","0","1","1","1","3","0","1","1","0","1","0.5","0.222222","4","4","1","1","0.222222","4","0","0","0","0","0","14","17","0","0","0","0","1","0","1","0","1","8","0","1","0","14","17","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","0","3","0","0","2","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L765","0","0","0","0","0","0","0","0","0","0","0","2","1","9","7","2","4","0","0","0","0","0","3","0","0","1","1","0","0","1","9","12","2","0","1","0","2","0","2","0","7","2","0","7","0","9","12","2","0","1","0","2","0","2","0","7","2","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89523","0.0551315","1","5","1","0.0601504","0.0582524","16","12","7","3","3","80","1","15","24","0","19","0.05","0.0717489","16","3","1","19","0.0717489","16","0","0","0","0","0","207","266","7","10","7","10","19","7","19","0","19","152","7","19","0","207","266","7","10","7","10","19","7","19","0","19","152","7","19","0","0","1","57","0","75","0","0","61","0","9","0","1","0","2","2","0","0","13","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","false"
"L89587","0","0","0","0","0","0","0","0","2","1","1","4","0","1","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","12","14","0","0","0","0","2","0","2","0","2","6","0","2","0","12","14","0","0","0","0","2","0","2","0","2","6","0","2","0","0","1","8","0","5","0","0","4","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L89593","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","1","3","0","0","0","0","0","2","0","0","0","0","0","0","0","12","16","0","0","0","0","2","0","1","0","2","5","0","1","0","12","16","0","0","0","0","2","0","1","0","2","5","0","1","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6996","0","0","0","0","0","0","0","0","1","1","1","9","0","8","28","0","6","0.142857","0.216216","8","8","1","6","0.216216","8","0","0","3","12","0","29","36","1","1","1","1","6","0","6","0","6","10","0","6","0","29","36","1","1","1","1","6","0","6","0","6","10","0","6","0","0","0","15","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L89629","0","0","0","0","0","0","0","0","1","2","2","8","0","1","0","0","3","0","0.0877193","5","3","0","2","0.0877193","5","0","0","0","0","0","52","73","2","1","2","1","3","0","1","0","3","34","0","1","0","52","73","2","1","2","1","3","0","1","0","3","34","0","1","0","0","0","9","1","4","0","0","1","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","false"
"L89670","0.080429","1","16","2","0.0664452","0.0809717","20","20","4","5","4","105","8","186","425","4","35","0","0.0235294","6","0","0","31","0.0235294","6","0","0","0","0","0","249","301","8","0","8","0","31","0","30","7","31","119","0","30","7","249","301","8","0","8","0","31","0","30","7","31","119","0","30","7","0","26","91","6","51","0","26","37","0","14","0","1","0","6","0","0","0","5","65","26","0","0","0","0","0","0","4","0","0","0","0","0","0","6","0","0","5","5","0","0","0","0","false"
"L3319","0.139519","3","28","7","0.092257","0.141618","56","49","2","10","6","136","1","53","74","2","31","0.692308","0.34717","184","162","9","4","0.34717","184","0","0","3","51","0","346","607","7","3","7","3","29","2","12","0","29","249","2","12","0","346","607","7","3","7","3","29","2","12","0","29","249","2","12","0","0","0","63","2","93","0","0","73","0","28","0","1","0","10","0","0","0","16","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","10","0","3","0","0","0","false"
"L89905","0","0","0","0","0","0","0","0","2","3","3","28","1","0","0","1","14","0.0769231","0.0736842","7","6","1","12","0.0736842","7","0","0","0","0","0","88","112","7","1","7","1","13","0","12","0","13","51","0","12","0","88","112","7","1","7","1","13","0","12","0","13","51","0","12","0","0","0","31","0","18","0","0","13","0","0","0","1","0","0","0","0","0","3","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","false"
"L89949","0.0583717","1","8","2","0.0733696","0.0814815","27","22","5","11","6","102","0","7","11","0","11","0.416667","0.161491","52","37","5","7","0.161491","52","0","0","0","0","0","270","368","2","3","2","3","11","2","11","0","11","216","2","11","0","270","368","2","3","2","3","11","2","11","0","11","216","2","11","0","0","0","45","2","60","0","1","45","0","10","0","1","0","9","0","0","0","14","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","2","0","0","false"
"L89998","0","0","0","0","0","0","0","0","2","1","1","7","2","12","21","1","5","0.2","0.225806","7","6","1","4","0.225806","7","1","1","0","0","1","24","34","3","0","3","0","4","2","4","0","4","11","2","4","0","24","34","3","0","3","0","4","2","4","0","4","11","2","4","0","0","0","16","0","9","0","0","6","0","0","0","1","0","0","0","0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L90013","0","0","0","0","0","0","0","0","1","2","2","10","2","4","4","3","5","0.333333","0.135135","5","5","1","2","0.135135","5","0","0","0","0","0","32","40","0","0","0","0","2","0","2","0","2","21","0","2","0","32","40","0","0","0","0","2","0","2","0","2","21","0","2","0","0","0","7","0","8","0","0","7","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L90035","0","0","0","0","0","0","0","0","12","2","2","52","16","1","9","13","48","0","0.0267857","6","3","0","34","0.0304183","8","2","4","1","1","3","218","277","7","10","6","9","35","0","33","1","46","103","0","40","1","255","323","7","11","6","10","37","0","35","1","48","117","0","42","1","0","0","88","16","33","0","0","17","0","0","0","1","0","0","1","1","0","20","78","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","10","0","0","0","false"
"L33375","0","0","0","0","0","0","0","0","14","2","2","39","3","1","1","7","32","0","0.0238095","3","3","0","25","0.0238095","3","3","5","0","0","1","123","159","8","14","1","5","25","0","24","1","64","49","0","57","2","123","159","8","14","1","5","25","0","24","1","64","49","0","57","2","0","0","57","2","21","0","1","12","0","0","0","1","0","0","1","0","0","8","51","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","false"
"L90116","0","0","0","0","0","0","0","0","1","1","1","8","0","3","0","0","5","0","0","0","0","0","6","0","0","0","0","0","0","0","54","61","12","0","12","0","5","12","5","0","5","27","12","5","0","54","61","12","0","12","0","5","12","5","0","5","27","12","5","0","0","0","19","1","8","0","0","2","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","0","1","0","0","0","false"
"L90359","0","0","0","0","0","0","0","0","2","6","6","51","1","7","21","2","9","0.714286","0.257895","49","44","5","2","0.257895","49","0","0","0","0","0","141","198","1","5","1","5","7","0","6","0","7","92","0","6","0","141","198","1","5","1","5","7","0","6","0","7","92","0","6","0","0","2","14","6","26","0","0","18","0","0","0","1","0","8","0","0","0","13","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","false"
"L90463","0","0","0","0","0","0","0","0","0","1","1","3","4","9","9","1","2","0.5","0.181818","4","4","1","1","0.181818","4","0","0","0","0","0","18","25","1","1","1","1","1","0","1","0","1","4","0","1","0","18","25","1","1","1","1","1","0","1","0","1","4","0","1","0","0","0","5","0","4","0","0","2","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L90472","0","0","0","0","0","0","0","0","8","1","1","29","1","2","0","0","21","0","0","0","0","0","10","0","0","1","1","0","0","1","120","147","1","4","1","4","21","1","9","0","21","67","1","9","0","120","147","1","4","1","4","21","1","9","0","21","67","1","9","0","0","0","51","0","15","0","0","11","0","0","0","1","0","0","0","0","0","4","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","false"
"L90567","0","0","0","0","0","0","0","0","2","2","2","33","2","2","0","1","10","0.1","0.0239521","4","4","1","9","0.0218579","4","1","1","0","0","1","163","192","4","4","4","4","9","1","9","0","9","87","1","9","0","179","209","4","4","4","4","9","1","9","0","9","87","1","9","0","0","0","26","4","32","0","0","22","0","0","0","1","0","0","0","0","0","10","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","2","0","0","0","0","false"
"L92115","0","0","0","0","0","0","0","0","1","0","0","8","1","2","16","8","16","0.111111","0.0634921","4","4","1","8","0.0634921","4","0","0","2","2","0","59","86","1","0","1","0","8","0","8","0","8","40","0","8","0","59","86","1","0","1","0","8","0","8","0","8","40","0","8","0","0","0","19","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L92128","0","0","0","0","0","0","0","0","9","0","0","9","2","0","0","8","17","0.1","0.0930233","4","4","1","9","0.0930233","4","1","1","0","0","1","39","48","1","0","0","0","9","0","9","0","17","9","0","17","0","39","48","1","0","0","0","9","0","9","0","17","9","0","17","0","0","0","22","8","8","0","8","0","0","0","0","1","0","0","0","0","0","0","21","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","false"
"L92151","0","0","0","0","0","0","0","0","9","0","0","9","2","0","0","8","17","0.1","0.0930233","4","4","1","9","0.0930233","4","1","1","0","0","1","39","47","1","0","0","0","9","0","9","0","17","9","0","17","0","39","47","1","0","0","0","9","0","9","0","17","9","0","17","0","0","0","22","8","8","0","8","0","0","0","0","1","0","0","0","0","0","0","21","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","false"
